Judul,Author,Genre,Year,Rating
Strategic Management,"PROF. DR. MUHARDI, S.E., M.SI.",Manajemen Strategi,2021.0,5.0
Effective Change Management,RIVAN ACHMAD PURWANTONO,Manajemen Perubahan,2020.0,5.0
Distributorship Management,Frans M. Royan,Manajemen Bisnis,2017.0,5.0
Strategic Management +,"DR. ORPHA JANE, S.SOS., M.M.",Manajemen Strategi,2022.0,5.0
Angry Management,Chris Crutcher,Manajemen Konflik,2019.0,4.3
Management Cases,Peter F. Drucker,Manajemen Bisnis,2019.0,4.4
Reengineering Management,James Champ,Manajemen Bisnis,2009.0,4.9
Management Peter F. Drucker on Church: Gereja Butuh Manajemen?,Greg Soetomo,Manajemen Organisasi,2015.0,5.0
Manajemen Teori Dan Aplikasi,"Said Achmad Kabiru Rafiie, Se",Manajemen Umum,2018.0,5.0
Manajemen Pelayanan Dan Pengembangan Organisasi Publik,Hardiyansyah,Manajemen Organisasi,2021.0,5.0
Manajemen Retribusi Dan Rute Pengangkutan Sampah Di Kota Ban,"KENI KANIAWATI, S.E., M.SI.",Manajemen Kota,2020.0,5.0
Manajemen Pajak: Strategi Pintar Merencanakan Dan Mengelola,"Indra Mahardika Putra S.E., AK., M.AK.",Manajemen Keuangan,2019.0,4.0
"Manajemen Pendidikan : Aplikasi, Strategi, dan Inovasi","Dr. Jejen Musfah, M.A.",Manajemen Pendidikan,2018.0,5.0
Kasus-Kasus Manajemen Perusahaan Indonesia Seri 3,T Hani Handoko,Manajemen Perusahaan,2016.0,5.0
Manajemen Sarana dan Prasarana Pendidikan: Konsep dan Aplikasinya,Matin & Nurhattati Fuad,Manajemen Pendidikan,2016.0,4.6
Strategi Bisnis Dan Manajemen Risiko Dalam Pengembangan Umkm,Dewi Hanggraeni,Manajemen Bisnis,2021.0,5.0
Manajemen Keuangan Bisnis Konsep Dan Aplikasinya,Abdul Halim,Manajemen Keuangan,2015.0,4.8
"Manajemen Sistem Informasi Perpustakaan: Konsep, Teori Dan Implementasi","Drs. Hartono, S.S., M.Hum.",Manajemen Sistem Informasi,2019.0,4.7
Manajemen Kesehatan Ternak Domba dan Kambing,"drh. Ajat Sudarjat, Purnomo SPt",Manajemen Kesehatan,2011.0,5.0
Manajemen Syariah Dalam Praktik 9 Nabi dan Rasul,Hendri Tanjung,Manajemen Syariah,2014.0,4.8
Akuntansi Manajemen  Teori&Aplikasi,V Wiratna Sujarweni,Akuntansi Manajemen,2015.0,5.0
Manajemen Pembiayaan Paud; Konsep Dan Praktiknya Dalam Penye,"Dr. Novan Ardy Wiyani, M.Pd.I",Manajemen Keuangan,2020.0,4.5
Artificial Intelligence dan Manajemen Keuangan,"Nora Amelda Rizal, Astrie Krisnawati, Dwi Fitrizal Salim, Adhi Prasetio",Manajemen Keuangan,2021.0,4.0
Manajemen Keuangan: Teori Aplikasi dan Hasil Penerapan,V Wiratna Sujarweni,Manajemen Keuangan,2018.0,4.8
"Dasar-Dasar Manajemen Paud : Konsep, Karakteristik, Dan Implementasi Manajemen PAUD","Dr. Novan Ardy Wiyani, M.Pd.I",Manajemen Pendidikan,2020.0,5.0
MANAJEMEN RISIKO DAN ASURANSI Single Edition,"Bambang Widagdo,",Manajemen Risiko,2018.0,5.0
Citra Pemerintah Di Era Digital Tipoli Dan Manajemen Reputas,Arif Budy Pratama,Manajemen Reputasi,2017.0,4.8
Best Practices Dalam Manajemen Risiko Di Perusahaan Dan Institusi,Evi Widowati,Manajemen Risiko,2017.0,4.7
Manajemen Usaha Kecil Dan Menengah,"Dr. H.C. Hery, S.E., M.Si., Crp, Rsa, Cfrm, Ciisa, Cifrs",Manajemen Usaha,2020.0,4.8
Teori Dan Praktek Manajemen Logistik Rumah Sakit,"Ayu Laili Rahmiyati, S.K.M.,M.M. dan Gunawan Irianto, dr., M.Kes. (MARS)",Manajemen Logistik,2021.0,5.0
Manajemen Perbankan Dari Teori Menuju Aplikasi,"Ismail   Drs. Ismail, MBA., Ak.",Manajemen Perbankan,2010.0,4.5
Manajemen Dalam Perspektif Alquran Dan Hadis,"Dr.Dodo Murtado,M.Si. / Dr.Iis Suhayati, M.Ag / Uay Zoharudin S.Ag.,M.Pd.I",Manajemen Agama,2019.0,4.8
"Manajemen Zakat: Histori, Konsepsi, Dan Implementasi",RAHMAD HAKIM,Manajemen Zakat,2020.0,4.0
Manajemen Pemberitaan Dan Jurnalistik Tv,Arifin S. Harahap,Manajemen Media,2018.0,5.0
Organisasi dan Manajemen Pelayanan Kesehatan dalam Kebidanan,"Syafrudin, SKM, M.Kes",Manajemen Kesehatan,2017.0,5.0
Manajemen Risiko Dan Asuransi,"Drs. Danang Sunyoto, Sh., Se., Mm",Manajemen Risiko,2017.0,5.0
"Simulasi & Komunikasi Digital: Bidang Keahlian Teknologi dan Komunikasi, Teknologi dan Rekayasa, Bisnis dan Manajemen SMK/MAK Kelas 10",Sri Wahyuni,Manajemen Komunikasi,2018.0,5.0
"Manajemen Pendidikan Aplikasi, Strategi, dan Inovasi",Jejen Musfah (Ed.),Manajemen Pendidikan,2018.0,5.0
"Periklanan Manajemen, Kiat Dan Strategi",Kustadi Suhandang,Manajemen Pemasaran,2016.0,5.0
Manajemen Pendidikan Dan Pelatihan Bagi Karyawan,Agustin Rozalena,Manajemen Pendidikan,2018.0,5.0
Keperawatan Kegawatdaruratan dan Manajemen Bencana,Resmi Pangaribuan,Manajemen Kesehatan,2019.0,5.0
Manajemen Belajar Dan Pembelajaran Di Sekolah,Zainal Aqib,Manajemen Pendidikan,2019.0,5.0
"Manajemen Strategik, Intisari Konsep Dan Teori",Isniati Dan M. Rizki Fajriansyah,Manajemen Strategi,2018.0,4.6
Himpunan Peraturan Tentang ASN dan Manajemen PNS,Tim Redaksi Laksana,Manajemen PNS,2019.0,5.0
Akuntansi Manajemen: Teori dan Aplikasi,Dwi Rachmina,Akuntansi Manajemen,2017.0,5.0
"Manajemen Risiko Bisnis dan Environmental, Social, and Governance (ESG)",Dewi Hanggraeni,Manajemen Risiko,2021.0,5.0
Manajemen Humas Dan Pelayanan Publik Berbasis Digital,"Prof. Dr. H. Achmad Patoni, M.Ag. & Dr. Nik Haryanti, M.Pd.I.",Manajemen Humas,2022.0,4.5
Administrasi Dan Manajemen Sumber Daya Pendidikan,"Dr.H.Diding Nurdin,M.Pd. Dr.Bambang Ismaya, M.Pd.",Manajemen Pendidikan,2018.0,5.0
"Pemahaman Administrasi, Organisasi, dan Manajemen","Arif Yusuf Hamali, S.S., M.M. Dkk.",Manajemen Pendidikan,2020.0,5.0
Metode Penelitian Manajemen Dan Bisnis : Konvergensi Teknologi Komunikasi dan Informasi,Indrawati,Manajemen Penelitian,2015.0,5.0
"Manajemen Lingkungan Hidup untuk Bisnis, Teori dan Aplikasi",WIJAYANTO HADIPURO,Manajemen Lingkungan,2020.0,5.0
Manajemen Proyek: Efektif dan Sederhana,"Yakub, Abidin, Bihanudin",Manajemen Proyek,2022.0,5.0
Manajemen Dana dan Pembiayaan BMT,"Dr. Riduwan, SE, M.Ag dan Sutardi, SHI. M.Ek",Manajemen Keuangan,2013.0,4.5
Manajemen dan Pemasaran Jasa Dalam Era Transformasi,"Asep Hermawan, Husna Leila Yusran, Ovy Magetsari",Manajemen Pemasaran,2023.0,5.0
Teori Manajemen Pendidikan,"Prof. Dr. Mukhtar Latif, M.Pd.",Manajemen Pendidikan,2018.0,5.0
Decision Making Dan Problem Solving Games Untuk Pelatihan Manajemen,"Adi Soenarno, Drs., MBA",Manajemen Pelatihan,2019.0,5.0
Manajemen Pengadaan Barang Dan Jasa,Hertin Indira Utojo,Manajemen Operasi,2019.0,5.0
Manajemen Website Dan WWW Server,Rahmat Rafiudin,Manajemen Teknologi,2018.0,5.0
Manajemen Strategi: Teori-Konsep-Kinerja,Amirullah,Manajemen Strategi,2015.0,4.8
"Manajemen Krisis, Isu, dan Risiko dalam Komunikasi",Ludwig Suparmo,Manajemen Risiko,2018.0,5.0
Manajemen Keuangan: Konsep Dan Aplikasi,Thomas Sumarsan,Manajemen Keuangan,2021.0,5.0
Manajemen Sumber Daya Manusia Teori & Aplikasi,Irham Fahmi,Manajemen Sumber Daya Manusia,2022.0,5.0
Manajemen Dosa 2 - Kumpulan Kisah Penggelitik Logika dan Nurani,Agus Idwar Jumhadi  Agus Idwar,Manajemen Pribadi,2017.0,4.7
Manajemen Strategi Organisasi Publik Dan Privat,FAJAR SUPANTO,Manajemen Strategi,2019.0,5.0
Manajemen Investasi Dan Portofolio,"EMBUN PROWANTO,DR.MM.CSA.CRP,CFP DAN DIDIT HERLIANTO,DRS.EC.MSI,CRP",Manajemen Keuangan,2020.0,5.0
Kantor Hukum Pendirian Dan Manajemennya (Teori Dan Praktik),Ari Wahyudi Hertanto,Manajemen Pekantoran,2022.0,5.0
Manajemen Operasi Konsep Dan Aplikasi,"Lena Ellitan, S.E.,M.Si.,Ph.D. Dr.Lina Anatan,S.E.,M.Si.",Manajemen Operasi,2020.0,5.0
"Pemahamam Praktis Administrasi, Organisasi Dan Manajemen",Yusuf Hamali dan Eka Sari Budi,Manajemen Administrasi,2019.0,5.0
Perkembangan Dan Penerapan Sistem Manajemen Mutu Iso 9001:2015,Muhammad Noor Efansyah & Agung Nugraha,Manajemen Mutu,2019.0,5.0
Ilmu Manajemen dan Industri Ternak Perah,Prof.DR.IR. Tridjoko Wisnu Murti,Manajemen Bisnis,2019.0,5.0
Dasar Organisasi Dan Manajemen Unit Kerja Rekam Medis,"Eka Wilda Faida,SKM,M.Kes dan Muhadi,SKM,M.Kes",Manajemen Organisasi,2019.0,5.0
Manajemen Kasus Gangguan Jiwa,"Dr. Budi Anna Keliat, SKp., M. App.Sc, dkk",Manajemen Kesehatan,2011.0,5.0
Manajemen dan Resolusi Konflik Pilkada,"Prof. Dr. H. Zaidan Nawawi, M.Si.",Manajemen Konflik,2020.0,5.0
Organisasi dan Manajemen kesehatan,"dr. Grace E. C. Korompis, MHSM",Manajemen Kesehatan,2016.0,4.5
"Manajemen Pendidikan Teori, Kebijakan, dan Praktik",Jejen Musfah  Jejen Musfah (Ed.),Manajemen Pendidikan,2017.0,5.0
Manajemen dan Etika Perkantoran: Praktik Pelayanan Prima,"Wildan Zulkarnain, M.Pd. & Dr. Raden Bambang Sumarsono, M.Pd.",Manajemen Perkantoran,2018.0,5.0
"Konflik dan Manajemen Konflik: Teori, Aplikasi, dan Penelitian",Wirawan,Manajemen Konflik,2010.0,4.5
Manajemen Dan Etika Perkantoran Praktik Pelayan Prima,Wildan Zulkarnain,Manajemen Perkantoran,2015.0,5.0
Pengantar Manajemen Keuangan Teori Dan Soal Jawab,Irham Fahmi,Pengantar Manajemen,2018.0,5.0
"Akuntansi Manajemen, Strategis Dan Praktis",Devie Deviesa,Akuntansi Manajemen,2019.0,4.6
Best Practices Manajemen Dan Pengawasan Sekolah,Ridwan Abdullah Sani,Manajemen Pendidikan,2017.0,5.0
Manajemen Belanja Daerah Dalam Konsep Dan Analisis,Wa Ariadi,Manajemen Keuangan,2021.0,5.0
"Manajemen Madrasah: Teori, Riset dan Praktik","Dr. Muhammad Munadi, S.Pd., M.Pd.",Manajemen Pendidikan,2022.0,5.0
Pengantar Manajemen dan Aplikasinya,Suhardi,Pengantar Manajemen,2018.0,5.0
Kepemimpinan Dan Manajemen Pelayanan Keperawatan Teori Konse,"Dr. Blacius Dedi, SKM.,M.Kep",Manajemen Keperawatan,2020.0,5.0
Manajemen Perbankan Konvensional&Syariah,Irham Fahmi,Manajemen Perbankan,2015.0,5.0
"Fondasi Teori Manajemen: Sebuah Tinjauan Filosofis, Teoretis, Metodis, dan Praktis",Martinus Tukiran,Teori Manajemen,2020.0,5.0
Manajemen Konflik Dan Stres,"Prof.Dr.Drs.H. Ekawarna, M.Psi.",Manajemen Konflik,2019.0,4.7
"Manajemen Kurikulum Pendidikan & Pelatihan: Konsep, Pengembangan, Dan Evaluasi","Dr. Rusman, M.pd.",Manajemen Pendidiikan,2019.0,5.0
Manajemen Bisnis Dalam Perspektif Islam Dan Teori,"DR.AKHMAD DARMAWAN, DKK",Manajemen Bisnis,2021.0,4.9
Manajemen Dan Strategi Kepuasan Pelanggan,Fandy Tjiptono Dan Anastasia Diana,Manajemen Pemasaran,2022.0,5.0
Manajemen Operasi dan Produksi; Konsep Industri,Ricky Virona Martono,Manajemen Produksi,2023.0,5.0
MANAJEMEN UNIT KERJA Untuk Perekam Medis dan Informatika KesehatanIlmu Kesehatan MasyarakatKeperawatan dan Kebidanan,"Hetty Ismainar, Amd. Keb, SKM., MPH.",Manajemen Kesehatan,2020.0,5.0
Manajemen Kelas: Teori dan Aplikasinya,Imam Gunawan,Manajemen Pendidikan,2019.0,4.8
Teori&Praktik Manajemen Keuangan,Lukas S,Manajemen Keuangan,2010.0,4.8
Manajemen Keuangan Perusahaan dan Pasar Modal,Irham Fahmi,Manajemen Keuangan,2014.0,5.0
"Manajemen Keuangan Dan Bisnis, Teori Dan Aplikasi","Dr. Agus S. Irfani, MBA",Manajemen Keuangan,2020.0,4.7
Kepemimpinan Dan Manajemen Dalam Pelayanan Kesehatan: Leader,Neil Gopee dan Jo Galloway,Manajemen Kesehatan,2019.0,5.0
Manajemen Risiko Dan Asuransi Syariah,SUWALDIYANA; SITI NUR INDAH ROFIQOH,Manajemen Risiko,2022.0,5.0
"Manajemen Keuangan Korporat; Teori, Analisis, Dan Aplikasi D",Prof. Dr. Sukmawati Sukamulja,Manajemen Keuangan,2021.0,5.0
Teori dan Aplikasi Manajemen Komprehensif Integralistik Edisi Revisi,Laurence A Manulang,Manajemen Komprehensif Integralistik,2013.0,5.0
Manajemen Ed. 4: Teori Praktik & Riset Pendidikan,Husaini Usman,Manajemen Pendidikan,2022.0,5.0
"Holistic Business Process Management, Teori Dan Praktik","Gunyung Lee, Masanobu Kosuga Dan Yoshiyuki Nagasaka",Manajemen Bisnis,2017.0,5.0
Manajemen Keuangan Perusahaan dan Pasar Modal,Irham Fahmi,Manajemen Keuangan,2012.0,5.0
Accounting-in-action: Teori Kontingensi dan Relativitas Budaya Sistem Akuntansi Manajemen,Eddy R. Rasyid,Akuntansi Manajemen,2015.0,4.36
Manajemen Keuangan Teori Konsep dan Aplikasi,Sutrisno,Manajemen Keuangan,2017.0,5.0
"Organisasi dan Manajemen: Perilaku, Struktur, Proses","James L. Gibson,Djoerban Wahid",Manajemen Organisasi,2018.0,3.9
Manajemen Pembangunan Indonesia; sebuah pengantar dan panduan,Wrihatnolo Randy R. and Riant Nugroho D.,Manajemen Pembangunan,2017.0,3.09
Rekayasa dan Manajemen Banjir Kota,Robert J Kodoatie,Manajemen Bencana,2013.0,4.68
Sistem Manajemen Transportasi Kota: Studi Kasus Kota Yogyakarta:  Menuju Pelayanan Publik Yang Aman Dan Nyaman,Muslich Zainal Asikin,Manajemen Transportasi,2016.0,4.5
MANAJEMEN RISIKO PADA PERUSAHAAN DAN BIROKRASI,Hinsa Siahaan,Manajemen Risiko,2013.0,4.46
Prosedur Manajemen Rumah Sakit dan Teknik Efisiensi,Boy S. Sabarguna,Manajemen Operasional,2021.0,4.38
"manajemen bisnis transportasi laut, carter, dan klaim",D.A. Lasse,Manajemen Transportasi,2015.0,5.0
Manajemen Pendidikan dan Pelatihan bagi Karyawan,"Agustin Rozalena, Sri Komala Dewi",Manajemen Pelatihan,2017.0,4.33
"Manajemen: Teori, Praktik, dan Riset Pendidikan",Husaini Usman,Manajemen Pendidikan,2016.0,4.0
Akuntansi Manajemen  Teori&Aplikasi,V Wiratna Sujarweni,Akuntansi Manajemen,2023.0,5.0
Pengendalian Akuntansi dan Manajemen,Hery,Akuntansi Manajemen,2019.0,5.0
Pengendalian Akuntansi Dan Manajemen,"Hery, S.E., M.SI., CRP., RSA., CFRM.",Akuntansi Manajemen,2019.0,5.0
Strategi Bisnis Dan Manajemen Risiko Dalam Pengembangan Umkm,Dewi Hanggraeni,Manajemen Risiko,2021.0,5.0
"Introduction To Public Health Management, Organization, And Policy",Ferry Fadzlul Rahman,Manajemen Layanan,2020.0,4.4
Supply Chain Management Edisi 3,"Prof. Ir. I Nyoman Pujawan, M.Eng., Ph.D., CSCP",Manajemen Layanan,2017.0,5.0
